no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests
2,0,0,2,0,0,0,81,2018,3,25,0,0,0,0,75.0,0
2,0,0,1,2,0,0,256,2018,8,15,0,0,0,0,115.0,1
2,0,1,2,1,0,0,223,2018,9,12,1,0,0,0,89.73,1
2,0,0,5,0,0,0,176,2018,8,9,1,0,0,0,99.45,0
2,0,0,4,0,0,0,217,2018,8,17,1,0,0,0,88.83,0
1,0,1,2,0,0,0,256,2017,9,14,0,0,0,0,76.67,0
2,0,0,2,0,0,0,149,2018,8,12,1,0,0,0,90.95,1
1,0,0,3,0,0,1,16,2018,3,8,1,0,0,0,76.0,0
2,0,0,4,0,0,1,42,2017,11,2,0,0,0,0,60.0,1
2,0,1,1,1,0,0,148,2018,7,11,1,0,0,0,99.0,0
2,0,1,3,1,0,0,117,2018,6,29,1,0,0,0,105.74,0
2,0,1,2,0,0,0,110,2018,10,9,0,0,0,0,120.0,0
1,0,0,1,0,0,0,5,2017,9,14,2,1,0,2,65.0,0
1,0,1,1,0,0,0,0,2018,5,13,2,1,0,2,95.0,0
2,0,1,4,0,1,0,126,2018,8,8,1,0,0,0,114.3,0
2,0,0,1,1,0,0,117,2018,11,17,1,0,0,0,79.2,1
1,0,1,2,2,0,0,80,2018,9,26,0,0,0,0,86.0,0
2,0,1,1,2,0,0,256,2018,6,15,0,0,0,0,115.0,0
1,0,0,2,0,0,0,2,2017,11,18,2,0,0,0,65.0,0
2,0,0,2,2,0,0,320,2018,8,17,0,0,0,0,140.0,1
2,0,1,3,0,0,0,58,2018,3,10,0,0,0,0,58.0,0
2,0,1,3,0,0,0,85,2018,10,7,0,0,0,0,85.0,0
2,0,1,2,0,0,0,40,2018,10,19,0,0,0,0,80.75,0
2,0,0,4,0,0,0,134,2018,5,4,1,0,0,0,99.45,1
2,0,1,2,0,0,0,168,2018,4,18,0,0,0,0,85.0,1
2,0,2,3,0,0,0,104,2018,7,15,0,0,0,0,72.25,0
2,0,2,0,0,0,2,16,2017,12,5,1,0,0,0,104.25,1
2,0,0,2,2,0,0,377,2018,10,14,1,0,0,0,112.0,1
2,1,0,3,0,0,0,138,2018,6,29,1,0,0,0,109.8,1
2,0,2,5,0,0,0,156,2018,8,21,1,0,0,0,112.2,1
2,0,0,3,2,0,0,111,2018,10,6,1,0,0,0,148.5,2
3,0,0,2,0,0,0,23,2018,11,25,1,0,0,0,154.0,0
2,0,1,3,0,0,0,229,2018,10,3,0,0,0,0,80.75,0
2,2,2,2,0,0,3,16,2018,2,6,1,0,0,0,167.74,1
2,0,2,1,2,0,0,96,2017,7,19,0,0,0,0,94.5,0
2,1,2,5,0,0,1,132,2018,7,31,1,0,0,0,121.37,1
3,0,0,3,0,0,1,7,2018,12,29,1,0,0,0,125.8,2
3,0,0,2,0,0,1,84,2018,8,22,1,0,0,0,150.3,0
2,0,0,2,0,0,0,22,2018,10,20,0,0,0,0,140.0,0
2,0,2,3,0,0,0,44,2017,12,24,0,0,0,0,66.24,0
2,0,0,3,0,0,0,268,2018,12,8,0,0,0,0,80.75,0
2,1,0,1,0,0,0,72,2018,4,18,1,0,0,0,115.03,2
2,0,0,3,0,0,1,0,2017,8,13,0,0,0,0,136.0,0
1,0,1,2,0,0,0,180,2018,10,10,1,0,0,0,120.0,1
2,0,2,2,0,0,0,209,2018,8,16,1,0,0,0,90.95,2
2,0,2,4,0,0,3,30,2018,5,21,1,0,0,0,136.72,0
2,0,1,2,0,0,1,50,2017,11,12,1,0,0,0,60.0,0
2,0,0,3,0,0,1,5,2018,8,20,1,0,0,0,167.0,0
2,0,2,2,0,0,0,294,2018,12,29,1,0,0,0,82.11,0
1,0,0,3,0,0,0,20,2018,11,16,2,1,0,1,104.0,1
1,0,2,4,0,0,0,245,2018,2,28,1,0,0,0,61.0,0
2,1,0,2,0,0,1,3,2018,10,7,1,0,0,0,155.0,3
1,0,0,1,0,0,0,56,2018,10,11,4,0,0,0,0.0,1
2,1,2,5,0,0,0,162,2018,8,21,0,0,0,0,112.0,1
3,0,2,2,0,0,0,136,2018,7,13,0,0,0,0,96.9,1
2,0,0,1,0,0,1,2,2017,9,11,0,0,0,0,75.0,0
2,0,1,1,0,0,0,247,2018,6,6,1,0,0,0,115.0,0
2,0,2,2,0,0,1,208,2018,10,28,1,0,0,0,96.3,0
2,1,0,1,0,0,0,75,2018,10,11,1,0,0,0,106.92,1
2,0,1,2,0,0,0,106,2017,7,4,0,0,0,0,76.5,0
1,0,0,2,0,0,0,85,2017,10,9,2,0,0,0,90.0,0
3,0,0,1,0,0,0,83,2018,12,8,1,0,0,0,92.65,1
2,0,0,3,0,0,0,104,2018,4,28,1,0,0,0,102.3,1
2,1,0,3,0,0,1,128,2018,9,15,1,0,0,0,162.0,2
2,0,1,5,0,0,1,123,2018,9,20,1,0,0,0,143.1,0
2,0,2,1,2,0,0,12,2018,8,12,1,0,0,0,129.0,1
1,0,0,1,0,0,0,87,2018,3,11,2,0,0,0,80.0,0
2,1,1,0,0,0,0,23,2018,2,8,1,0,0,0,109.0,0
2,0,0,2,1,0,0,77,2018,3,25,0,0,0,0,53.38,1
2,2,1,3,0,0,3,108,2018,10,18,1,0,0,0,190.8,2
2,0,1,2,0,0,1,79,2018,5,13,0,0,0,0,90.95,0
2,0,0,3,0,0,0,112,2018,6,2,0,0,0,0,100.0,0
2,0,0,2,0,0,1,47,2018,4,1,1,0,0,0,106.2,1
2,0,0,0,2,0,0,386,2018,10,9,0,0,0,0,115.0,1
2,0,0,1,0,0,0,129,2018,7,25,1,0,0,0,117.9,2
2,1,1,3,0,0,0,28,2018,7,24,1,0,0,0,158.86,1
1,0,0,3,0,0,0,15,2018,2,3,0,0,0,0,85.33,0
2,1,2,2,0,0,0,42,2018,8,14,1,0,0,0,152.1,1
2,0,2,1,0,0,1,6,2018,9,18,1,0,0,0,179.0,1
2,0,0,2,2,0,0,211,2018,9,20,1,0,0,0,143.1,0
2,1,0,2,0,0,1,1,2018,2,5,1,0,0,0,106.0,2
1,0,0,2,0,0,0,32,2017,11,26,0,0,0,0,73.0,0
2,0,1,2,0,0,1,121,2018,7,24,1,0,0,0,113.41,0
2,0,1,4,0,0,0,95,2018,6,2,1,0,0,0,119.85,0
2,0,0,4,0,0,1,81,2018,5,19,1,0,0,0,132.6,1
2,0,1,4,0,0,0,150,2018,10,2,0,0,0,0,80.75,0
1,0,0,2,0,0,0,193,2018,6,3,1,0,0,0,100.8,1
1,0,1,1,0,0,0,183,2018,10,11,0,0,0,0,98.1,0
1,0,2,3,0,0,4,0,2018,6,20,2,0,0,0,144.0,0
2,0,1,3,0,0,0,96,2018,4,28,1,0,0,0,121.8,1
2,1,1,2,0,0,0,13,2018,3,28,0,0,0,0,86.8,1
2,0,2,1,1,0,0,47,2018,1,23,0,0,0,0,60.0,1
2,0,0,3,0,0,1,4,2017,10,6,0,0,0,0,75.0,0
1,0,1,2,0,0,0,280,2018,9,19,1,0,0,0,110.0,0
2,0,0,3,0,0,1,77,2018,5,22,1,0,0,0,140.4,1
2,0,2,5,0,0,0,136,2018,8,16,1,0,0,0,83.12,1
1,0,1,0,0,0,0,67,2018,11,6,1,0,0,0,86.4,0
2,0,0,2,0,0,0,156,2018,7,23,1,0,0,0,105.3,1
2,0,2,1,0,0,0,19,2017,12,27,0,0,0,0,58.0,1
1,0,1,0,1,0,0,3,2018,9,21,1,1,0,1,149.0,1
2,0,0,2,1,0,0,93,2018,3,9,1,0,0,0,69.5,0
1,0,1,2,0,0,0,4,2018,6,21,0,0,0,0,120.0,0
2,0,0,1,0,0,0,131,2018,7,23,1,0,0,0,105.3,1
2,0,1,3,0,0,0,32,2017,10,15,0,0,0,0,85.0,0
2,0,1,4,0,0,0,151,2018,8,19,1,0,0,0,99.45,0
3,0,0,4,0,0,3,69,2018,10,16,1,0,0,0,153.05,1
2,0,1,2,0,0,0,118,2018,4,25,1,0,0,0,90.95,1
2,0,2,3,0,0,1,14,2017,9,19,0,0,0,0,78.54,0
2,0,0,2,0,0,0,151,2017,8,21,1,0,0,0,76.5,2
2,0,1,2,0,0,0,180,2018,10,28,1,0,0,0,96.3,1
2,0,2,3,0,0,0,60,2017,10,12,0,0,0,0,65.0,0
1,0,0,1,0,0,0,2,2018,10,11,0,0,0,0,120.0,0
1,0,0,1,0,0,0,0,2018,10,3,0,1,0,1,75.0,0
1,0,2,0,0,0,1,130,2018,10,29,1,0,0,0,104.4,0
2,0,0,2,0,0,0,253,2018,5,4,0,0,0,0,90.0,0
1,0,0,2,0,0,0,1,2018,11,13,2,1,0,1,40.0,0
2,0,0,3,0,0,0,303,2018,8,19,0,0,0,0,78.0,0
2,0,0,2,0,0,0,192,2018,6,24,0,0,0,0,90.0,0
2,0,1,2,0,0,1,129,2018,8,22,1,0,0,0,118.8,0
2,0,1,1,0,0,0,46,2018,1,8,0,0,0,0,60.0,0
1,0,1,1,0,0,1,60,2018,6,11,1,0,0,0,140.4,1
2,0,1,1,0,0,0,93,2018,10,15,0,0,0,0,115.0,0
2,0,0,3,0,0,0,197,2018,10,18,1,0,0,0,112.0,1
3,0,1,4,0,0,1,193,2018,7,13,1,0,0,0,130.05,2
2,0,0,2,0,0,3,40,2018,10,27,1,0,0,0,196.35,1
2,0,1,1,1,0,0,104,2018,8,12,1,0,0,0,107.1,1
2,2,0,1,0,0,3,3,2018,11,9,1,0,0,0,246.25,2
2,0,2,5,0,0,0,195,2018,7,11,1,0,0,0,78.45,2
2,0,1,5,0,0,0,228,2018,8,27,1,0,0,0,90.95,0
2,0,0,4,0,0,2,232,2018,7,17,1,0,0,0,81.82,1
2,0,2,3,0,0,0,276,2018,5,13,0,0,0,0,61.0,0
2,0,0,2,0,0,0,185,2018,10,12,1,0,0,0,113.4,2
1,0,3,10,0,0,0,9,2017,11,27,2,1,0,1,65.0,0
2,0,2,2,0,0,2,36,2018,2,13,1,0,0,0,71.55,1
3,0,2,2,0,0,1,77,2018,12,15,1,0,0,0,119.0,2
2,0,1,2,0,0,0,109,2018,12,11,1,0,0,0,114.25,1
2,0,2,4,0,0,0,80,2018,3,20,1,0,0,0,65.42,1
2,1,1,3,0,0,0,1,2018,3,21,1,0,0,0,129.0,2
2,0,1,5,0,0,0,140,2018,3,17,0,0,0,0,70.0,0
1,0,0,2,0,0,0,71,2018,6,14,0,0,0,0,100.0,0
2,0,0,3,1,0,0,151,2018,8,11,1,0,0,0,103.5,0
2,0,1,3,0,0,1,28,2017,9,14,0,0,0,0,75.0,0
2,0,3,5,0,0,0,147,2018,7,25,0,0,0,0,72.25,0
0,2,2,0,1,0,2,12,2018,2,21,1,0,0,0,109.0,1
2,0,0,2,2,0,0,102,2017,10,15,0,0,0,0,109.0,0
1,0,0,3,2,0,0,15,2018,2,19,0,0,0,0,86.0,0
2,0,2,1,0,0,0,76,2018,5,22,0,0,0,0,80.75,0
2,1,0,2,0,0,0,84,2018,7,15,1,0,0,0,121.5,1
2,2,0,1,0,0,3,0,2018,7,23,1,0,0,0,181.0,1
2,0,0,1,0,0,0,43,2018,10,13,0,1,0,1,75.0,1
2,0,2,1,2,0,0,145,2018,8,29,0,0,0,0,94.5,0
2,0,0,2,0,0,0,122,2018,4,16,0,0,0,0,85.0,0
2,0,2,1,2,0,0,110,2017,7,27,0,0,0,0,94.5,0
3,0,1,5,0,0,1,149,2018,9,5,1,0,0,0,150.45,0
1,0,2,1,0,0,0,1,2018,2,17,0,0,0,0,60.0,0
2,0,1,1,0,0,0,88,2018,5,2,0,0,0,0,80.75,1
2,0,0,2,0,0,0,37,2018,9,15,0,0,0,0,105.0,0
2,0,1,3,0,0,0,189,2018,8,25,0,0,0,0,72.25,0
1,0,2,3,0,0,1,70,2018,9,15,1,0,0,0,149.4,0
2,0,0,1,2,0,0,23,2018,1,2,1,0,0,0,109.0,0
1,0,1,2,0,0,0,12,2018,10,3,0,0,0,0,85.0,0
2,0,1,1,0,0,1,34,2018,10,12,1,0,0,0,158.4,2
1,0,2,2,0,0,0,45,2018,3,12,1,0,0,0,71.1,0
2,0,0,2,2,0,0,1,2017,8,20,0,0,0,0,101.5,0
2,0,2,5,0,0,0,141,2018,7,9,1,0,0,0,99.45,1
1,0,1,2,0,0,0,91,2018,8,19,1,0,0,0,112.5,0
2,1,2,2,0,1,0,161,2018,8,7,1,0,0,0,114.75,1
2,0,0,1,0,0,1,5,2018,9,13,1,0,0,0,184.0,2
2,0,3,6,0,0,0,314,2018,12,26,1,0,0,0,68.66,0
1,0,1,0,0,0,0,33,2018,9,26,0,0,0,0,85.5,0
2,0,2,4,0,0,1,81,2018,9,16,1,0,0,0,149.4,0
3,0,0,2,0,0,1,23,2018,11,25,1,0,0,0,154.0,0
2,0,0,1,0,0,0,8,2018,9,5,1,0,0,0,190.0,2
3,0,1,3,0,0,1,77,2018,5,7,1,0,0,0,159.3,1
2,0,1,2,0,0,0,185,2018,12,16,1,0,0,0,103.5,0
2,0,1,3,0,0,0,188,2018,8,25,1,0,0,0,90.95,0
2,0,2,2,0,0,0,109,2018,12,23,1,0,0,0,88.4,1
2,2,2,1,0,0,3,5,2018,2,6,1,0,0,0,171.26,1
2,1,3,4,0,0,0,1,2018,4,25,1,0,0,0,106.54,2
2,0,0,2,2,0,0,102,2017,10,16,0,0,0,0,109.0,1
2,1,0,2,0,0,0,50,2018,11,16,1,0,0,0,145.69,1
2,0,1,2,0,0,0,114,2017,7,1,1,0,0,0,75.0,0
1,0,1,2,0,0,0,4,2018,5,16,0,0,0,0,90.0,0
2,0,0,1,1,0,0,268,2018,10,1,1,0,0,0,95.4,0
2,0,2,0,1,0,0,134,2018,5,21,1,0,0,0,94.5,1
1,0,0,3,0,0,1,4,2018,10,7,1,0,0,0,170.0,2
2,0,2,2,0,0,0,189,2018,8,8,0,0,0,0,72.25,0
2,0,2,2,0,0,0,115,2018,12,30,1,0,0,0,88.4,0
1,0,0,1,0,0,0,0,2018,3,8,2,1,2,4,80.0,0
2,0,0,4,0,0,1,12,2018,11,30,0,0,0,0,78.2,0
2,0,1,2,0,0,0,302,2018,10,16,0,0,0,0,100.0,0
2,0,0,3,1,0,0,118,2018,6,2,1,0,0,0,116.1,1
2,0,0,4,0,0,1,149,2018,8,3,1,0,0,0,124.2,2
2,0,0,2,2,0,0,39,2017,8,15,0,0,0,0,101.5,0
2,0,2,1,0,0,0,151,2018,8,21,1,0,0,0,76.5,2
2,0,0,1,0,0,0,109,2017,7,22,1,0,0,0,76.5,1
2,0,1,2,0,0,0,84,2018,4,29,0,0,0,0,80.75,0
2,0,0,3,0,0,0,117,2018,8,9,1,0,0,0,117.1,1
2,0,1,2,2,0,0,14,2017,9,5,0,0,0,0,113.0,2
2,0,1,4,1,0,0,142,2018,8,3,1,0,0,0,104.76,0
2,0,2,2,0,0,5,14,2018,11,19,1,0,0,0,234.71,2
2,0,2,5,0,0,0,275,2018,10,5,0,0,0,0,90.0,0
2,0,1,4,0,0,0,141,2018,6,10,1,0,0,0,128.85,1
1,0,0,2,0,1,0,3,2018,3,31,2,1,0,3,67.0,0
3,0,0,3,0,0,1,8,2018,5,25,1,0,0,0,177.0,2
1,0,0,3,0,0,0,59,2018,3,30,1,0,0,0,82.92,0
2,0,0,5,0,0,0,230,2018,9,18,0,0,0,0,137.0,1
2,0,1,2,1,0,0,73,2017,11,7,1,0,0,0,60.29,0
2,0,2,2,0,0,0,86,2018,5,7,0,0,0,0,80.75,0
2,0,1,2,0,0,0,249,2018,9,7,1,0,0,0,126.9,0
2,1,0,2,0,0,0,29,2018,12,2,1,0,0,0,104.73,1
2,0,0,1,0,0,0,104,2018,4,27,1,0,0,0,96.3,0
2,1,0,2,0,0,1,81,2018,11,25,1,0,0,0,94.0,0
2,0,1,3,0,0,0,144,2018,5,12,0,0,0,0,71.0,0
2,0,1,3,1,0,0,77,2018,3,7,1,0,0,0,68.85,1
3,0,2,2,0,0,1,65,2018,9,9,1,0,0,0,149.4,1
2,0,2,1,0,0,0,119,2018,5,16,1,0,0,0,121.5,2
2,0,1,3,0,0,0,104,2018,5,2,0,0,0,0,80.75,0
1,0,0,1,0,0,1,4,2018,2,23,0,0,0,0,86.0,0
1,0,0,3,0,0,0,43,2017,10,13,0,0,0,0,75.0,0
1,0,0,2,0,0,0,118,2018,4,6,1,0,0,0,90.9,0
2,0,1,1,0,0,1,68,2018,3,25,1,0,0,0,131.4,0
2,0,2,3,0,0,0,212,2018,5,20,0,0,0,0,78.0,1
2,0,3,7,0,0,0,87,2017,8,13,1,0,0,0,76.5,1
2,0,1,4,0,0,0,115,2018,5,8,1,0,0,0,99.45,1
2,0,0,1,0,0,0,84,2018,5,16,0,0,0,0,75.0,0
2,0,0,2,0,0,0,103,2017,10,7,1,0,0,0,89.25,1
2,0,0,3,0,0,1,109,2018,4,21,1,0,0,0,97.75,0
1,0,0,2,0,0,0,308,2018,11,25,1,0,0,0,52.0,0
2,0,5,13,0,0,0,77,2017,10,7,1,0,0,0,76.5,1
2,0,2,1,0,0,0,122,2018,3,25,0,0,0,0,38.67,0
1,0,0,2,2,0,0,63,2017,9,4,1,0,0,0,0.0,0
2,0,0,1,0,0,1,14,2018,9,27,1,0,0,0,184.0,1
2,0,2,2,2,0,0,32,2018,9,11,1,0,0,0,144.9,2
2,0,1,2,0,0,0,181,2018,10,28,1,0,0,0,90.9,0
3,0,2,0,0,0,1,69,2018,4,30,1,0,0,0,137.7,0
2,0,0,4,0,0,0,114,2018,5,10,1,0,0,0,76.58,0
2,0,0,2,1,0,0,180,2018,8,26,1,0,0,0,95.4,0
3,0,2,2,0,0,1,160,2018,7,14,1,0,0,0,137.7,1
2,0,0,3,0,0,0,276,2018,10,10,0,0,0,0,116.33,0
1,0,0,2,0,0,0,2,2018,6,10,0,0,0,0,120.0,0
1,0,1,2,0,0,0,273,2018,5,13,0,0,0,0,95.0,0
3,0,2,5,2,0,1,150,2018,8,19,1,0,0,0,180.2,1
2,0,2,2,0,0,1,113,2018,5,6,1,0,0,0,132.77,2
2,0,2,4,0,0,2,4,2018,2,19,1,0,0,0,79.75,2
1,0,0,4,0,0,0,26,2018,6,18,1,0,0,0,85.0,0
2,0,0,1,0,0,1,108,2018,8,1,1,0,0,0,127.8,1
2,0,0,3,0,0,0,123,2018,8,1,1,0,0,0,105.3,0
2,0,0,3,1,0,2,184,2018,8,4,1,0,0,0,101.05,0
2,0,1,3,0,0,1,89,2018,9,8,1,0,0,0,168.3,4
2,0,1,1,0,0,0,125,2017,8,8,1,0,0,0,76.5,1
2,0,1,2,0,0,0,418,2018,9,26,0,0,0,0,75.0,0
2,0,2,2,0,0,0,133,2018,7,20,0,0,0,0,72.25,1
3,0,0,2,0,0,1,111,2018,12,7,1,0,0,0,122.4,2
2,0,2,2,0,0,0,109,2018,12,17,1,0,0,0,88.4,0
3,0,1,2,0,0,1,56,2018,4,4,1,0,0,0,137.7,0
1,0,0,2,0,0,0,164,2017,12,2,0,0,0,0,100.0,0
1,0,0,3,0,0,0,151,2018,6,19,0,0,0,0,80.0,0
1,0,0,1,0,0,0,28,2018,10,29,0,0,0,0,95.0,0
2,0,0,3,0,0,1,96,2018,9,8,1,0,0,0,143.1,1
3,0,2,2,0,0,1,16,2018,5,29,1,0,0,0,130.0,1
1,0,2,1,0,0,0,55,2018,12,31,0,1,0,1,69.0,1
3,0,0,3,0,0,1,63,2018,8,10,1,0,0,0,161.1,0
1,0,2,2,1,0,0,107,2018,10,23,0,0,0,0,75.14,0
2,0,0,3,0,1,1,3,2018,10,6,1,0,0,0,164.0,3
2,2,2,3,2,0,3,35,2018,10,19,1,0,0,0,219.6,0
3,0,1,1,0,0,0,39,2018,5,21,1,0,0,0,159.3,2
1,0,2,1,0,0,0,116,2018,5,15,1,0,0,0,112.5,0
2,2,0,0,0,0,5,4,2018,7,14,1,0,0,0,0.0,1
2,0,2,2,0,0,1,226,2018,10,29,0,0,0,0,70.0,1
2,0,1,1,0,0,0,40,2018,12,27,0,0,0,0,70.0,1
1,0,0,2,0,0,0,6,2017,12,8,2,1,0,1,65.0,0
2,0,0,3,0,0,0,271,2018,9,21,0,0,0,0,101.33,1
2,0,0,3,0,0,2,124,2018,12,8,0,0,0,0,82.13,0
2,0,2,3,0,0,0,189,2018,8,22,1,0,0,0,99.45,0
2,0,2,2,0,0,0,26,2017,12,26,0,0,0,0,43.5,1
2,0,0,2,2,0,0,39,2018,4,14,1,0,0,0,101.5,0
2,0,0,3,0,0,2,95,2018,4,14,1,0,0,0,86.52,1
2,0,2,3,0,0,0,25,2018,10,9,0,0,0,0,85.0,0
2,0,0,3,0,0,0,58,2018,12,27,0,0,0,0,85.0,0
3,0,1,1,0,0,1,53,2018,4,2,1,0,0,0,159.3,0
2,0,1,3,0,0,0,168,2018,4,11,1,0,0,0,81.2,0
1,0,0,1,0,0,0,45,2018,2,23,1,0,0,0,72.9,0
1,0,0,4,2,0,0,74,2017,9,18,0,0,0,0,80.0,0
2,2,0,2,0,0,3,1,2018,8,3,1,0,0,0,230.0,1
2,0,0,4,0,0,1,40,2018,3,5,1,0,0,0,118.8,1
2,0,2,2,0,0,0,134,2017,9,4,0,0,0,0,65.0,0
1,0,0,5,0,0,0,49,2017,12,30,0,0,0,0,70.0,0
2,0,1,3,0,0,0,219,2018,10,3,1,0,0,0,102.85,0
2,1,1,0,0,0,0,35,2018,9,11,1,0,0,0,99.0,3
1,0,2,2,0,0,0,97,2018,10,30,1,0,0,0,80.75,1
1,0,1,2,0,0,0,161,2018,5,25,0,0,0,0,130.0,0
2,0,0,4,0,0,0,296,2018,10,4,0,0,0,0,96.28,1
1,0,2,2,0,0,0,163,2018,5,5,0,0,0,0,100.0,0
1,0,0,3,0,0,0,91,2018,4,12,1,0,0,0,90.9,1
1,0,1,3,0,0,0,4,2018,11,29,2,1,0,2,65.0,1
2,0,1,2,1,0,0,146,2018,5,30,1,0,0,0,94.8,1
1,0,0,2,0,0,0,31,2018,2,19,0,0,0,0,71.0,0
3,0,0,4,0,0,1,260,2018,10,22,1,0,0,0,135.0,0
2,0,0,2,0,0,0,211,2018,5,20,0,0,0,0,100.0,0
1,0,0,2,2,0,0,1,2017,8,14,0,0,0,0,87.0,0
1,0,1,0,0,0,0,111,2018,10,10,0,0,0,0,120.0,0
0,2,2,2,0,0,2,194,2018,7,2,1,0,0,0,81.82,1
2,0,0,1,2,0,0,91,2018,7,13,0,0,0,0,105.0,0
1,0,7,1,0,0,0,111,2018,6,3,0,0,0,0,96.67,1
2,0,2,2,0,0,0,141,2018,9,4,1,0,0,0,149.85,2
2,0,2,5,0,0,0,95,2018,1,9,0,0,0,0,43.43,0
2,0,2,1,0,0,1,87,2018,10,30,1,0,0,0,104.4,1
2,0,0,3,0,0,2,33,2018,3,15,1,0,0,0,83.61,2
3,0,1,3,0,0,1,32,2018,11,14,0,0,0,0,81.0,0
2,1,0,4,0,0,0,1,2018,3,9,1,0,0,0,119.0,2
2,0,2,4,0,0,1,110,2018,7,25,1,0,0,0,97.75,1
2,0,2,2,0,0,0,164,2018,9,17,1,0,0,0,126.9,2
2,0,0,2,0,0,0,37,2017,10,22,0,0,0,0,76.5,0
1,0,0,2,2,0,0,1,2017,12,10,1,0,0,0,0.0,1
1,0,4,10,0,0,1,3,2018,5,9,3,0,0,0,110.0,0
2,0,0,1,0,0,0,122,2018,8,13,0,0,0,0,85.0,0
3,0,0,1,0,0,1,65,2018,8,9,1,0,0,0,159.3,1
3,0,1,0,0,0,1,4,2018,2,22,1,0,0,0,127.0,0
2,0,0,4,2,0,0,100,2018,4,25,0,0,0,0,140.0,0
3,0,2,2,0,0,1,63,2018,3,25,1,0,0,0,105.0,1
2,0,1,4,0,0,0,118,2018,6,6,0,0,0,0,110.0,0
2,0,1,1,0,0,0,216,2018,8,27,1,0,0,0,96.3,2
2,0,0,2,0,0,0,41,2018,11,4,0,0,0,0,112.0,1
2,2,1,2,0,0,3,111,2018,5,27,1,0,0,0,198.9,0
1,0,0,2,0,0,0,59,2017,10,9,0,0,0,0,75.0,0
2,0,2,3,0,0,1,119,2018,10,2,1,0,0,0,129.96,2
2,0,1,3,0,0,0,305,2018,11,4,0,0,0,0,89.0,0
2,0,1,1,1,0,0,183,2018,10,11,1,0,0,0,80.1,2
2,0,2,1,0,0,0,226,2018,10,29,1,0,0,0,90.0,0
2,0,1,0,0,0,0,275,2018,6,4,1,0,0,0,62.8,1
2,0,2,8,2,0,0,122,2018,12,8,0,0,0,0,107.0,1
2,0,0,3,0,0,0,106,2018,6,19,1,0,0,0,108.3,0
1,0,0,4,0,0,0,113,2018,6,30,1,0,0,0,85.0,0
2,0,2,1,0,0,0,104,2018,5,21,1,0,0,0,126.9,0
2,0,1,3,0,0,0,158,2018,8,25,1,0,0,0,90.95,0
3,0,1,3,0,0,1,39,2018,12,5,1,0,0,0,130.9,2
2,1,0,4,0,0,0,55,2018,11,30,1,0,0,0,113.4,2
2,0,0,8,0,0,1,29,2018,1,20,1,0,0,0,81.54,2
2,0,2,3,0,0,0,136,2018,8,11,1,0,0,0,83.12,1
1,0,2,3,1,0,0,59,2018,3,30,1,0,0,0,79.05,0
3,0,2,4,0,0,0,113,2018,3,26,0,0,0,0,92.65,2
2,0,2,3,0,0,0,192,2017,9,20,0,0,0,0,94.5,0
2,0,1,5,0,0,1,18,2018,12,25,1,0,0,0,104.57,1
2,0,0,3,2,0,0,220,2018,9,20,1,0,0,0,156.0,1
1,0,1,0,0,0,4,4,2018,9,11,0,0,0,0,181.79,0
2,2,0,3,0,0,3,37,2018,10,20,1,0,0,0,207.9,1
1,0,1,4,0,0,0,36,2018,1,28,1,0,0,0,88.0,0
2,0,1,3,0,0,1,120,2018,9,28,0,0,0,0,108.57,0
2,0,1,2,0,0,1,1,2018,8,11,1,0,0,0,166.0,1
1,1,1,2,0,0,0,124,2018,11,4,1,0,0,0,146.03,1
2,0,1,1,2,0,0,25,2018,4,30,1,0,0,0,141.0,0
1,2,2,3,2,0,1,71,2018,4,9,1,0,0,0,129.2,0
1,0,2,5,2,0,0,124,2017,8,8,0,0,0,0,72.5,0
2,0,0,2,0,0,0,157,2018,12,8,0,0,0,0,70.0,0
2,0,2,0,0,0,0,4,2017,9,20,0,0,0,0,111.2,0
2,0,2,1,0,0,0,197,2018,10,18,1,0,0,0,108.9,1
2,0,1,2,0,0,0,121,2018,5,29,0,0,0,0,80.75,0
2,0,1,3,0,0,0,111,2018,4,24,1,0,0,0,73.74,1
2,0,1,2,0,0,0,202,2018,10,22,1,0,0,0,96.3,2
1,0,1,2,0,0,4,269,2018,10,31,0,0,0,0,106.0,0
3,0,1,2,0,0,1,66,2018,5,13,1,0,0,0,168.3,2
3,0,2,0,0,0,1,36,2018,4,3,1,0,0,0,131.4,0
2,0,1,0,0,0,0,101,2018,8,11,1,0,0,0,117.9,1
2,0,0,2,0,0,0,308,2018,11,25,1,0,0,0,88.0,1
2,0,1,2,0,0,0,53,2018,10,31,0,0,0,0,75.0,0
3,0,1,1,0,0,1,51,2018,7,23,1,0,0,0,142.2,0
3,0,2,1,0,0,0,128,2018,9,18,1,0,0,0,162.0,2
3,0,0,1,0,0,1,53,2018,7,15,1,0,0,0,168.3,0
1,0,1,2,0,0,0,88,2017,10,7,2,0,0,0,68.0,0
2,2,0,2,0,0,3,0,2017,8,7,1,0,0,0,159.5,1
2,0,2,2,2,0,0,181,2018,9,4,1,0,0,0,152.15,1
2,0,0,2,0,0,0,39,2018,12,27,0,0,0,0,65.0,1
3,0,0,4,0,0,4,42,2018,10,27,1,0,0,0,129.6,2
