theta1,theta2,theta3,thetad1,thetad2,thetad3,tau1,tau2
0.560646,0.5568748,0.530288,0.480738,0.8451,-1.422609,-0.320024,-0.236333
1.615008,-0.3187462,0.49822639999999996,1.871186,0.420763,-0.587057,-0.25749,-0.431556
-0.89165,1.0692954000000001,0.2851882,-1.772938,-0.391639,-0.016401,-0.143281,0.282671
1.065252,0.15704239999999997,8.900000000002794e-05,-0.373204,0.688412,0.289431,0.405915,0.206289
1.370283,0.4372584,-0.5933314000000001,1.72305,-1.163718,-0.305996,-0.226858,-0.407949
1.073895,0.36170700000000006,-1.453669,0.983513,-1.154975,-0.385115,0.098088,-0.227657
-0.597056,-0.010639600000000004,-1.1747224,-1.21189,0.594319,-1.539222,-0.180006,-0.16042
1.162564,-0.243475,-1.733178,0.574054,0.923518,0.845835,-0.121094,-0.028779
-1.41284,0.26930620000000005,-0.16189460000000003,-0.746066,-0.398735,1.366113,0.47917,0.208157
-1.27157,0.5991994,1.147145,0.737251,-0.718621,0.929108,0.172107,-0.592146
-1.666732,-0.7574842,-0.398803,0.216019,0.212346,-1.213892,0.280056,0.503483
-1.441675,-0.24269160000000004,0.921097,1.620743,-1.550821,0.512059,-0.168305,-0.304081
-1.096359,0.2930646,0.25206819999999996,0.787857,1.580918,0.162165,-0.046305,0.543767
-1.132057,0.267523,-0.2728456,1.68233,0.578645,-1.080842,0.475571,-0.281951
1.758362,-0.6298216,0.16685079999999994,-1.355563,-1.370813,-1.327162,0.305679,0.339256
1.559703,0.3247418,-1.341412,-1.048522,1.823933,1.69568,-0.394141,-0.322218
-0.894581,0.307778,-0.4774556,0.229517,0.872215,-1.868821,0.518921,-0.102424
1.395597,0.6024526,0.933646,1.425113,1.636081,-0.12204,-0.093153,0.378443
0.786534,-1.801271,-0.4305656,-0.518933,1.870008,-0.527464,0.55474,-0.489827
0.72934,0.11132260000000001,0.0301998,-1.331365,-1.832067,1.08677,0.037885,-0.458426
-0.690358,0.934352,-0.1570446,-1.187748,-0.80306,-0.749904,-0.262594,0.180236
0.314075,1.2472958,1.291076,-0.490125,-0.281056,-0.012424,-0.463902,-0.405477
1.306794,0.7951763999999999,-1.554354,1.454224,0.815999,-0.44028,0.172832,-0.413918
-0.231619,0.19584420000000002,-1.627923,1.509881,1.29041,-0.379291,0.05756,0.208555
0.861317,0.4151984000000001,-0.8668996,1.447189,-0.567765,-0.786697,-0.296914,0.561764
0.916083,0.6053744,1.242714,0.986422,-1.276481,0.753102,0.570073,0.419189
-0.777471,0.8207177999999999,-0.34359020000000007,-0.687955,-0.148231,0.592633,0.087396,0.060012
0.159742,-0.28084460000000006,0.27831019999999995,1.422,-1.686676,1.773629,0.223392,-0.246563
0.867263,0.3587574,-1.1018526,-0.032741,0.129795,-1.309632,0.487067,-0.261253
0.77337,0.4018178,-0.574618,0.911425,1.164165,0.282766,-0.450698,-0.484519
1.642637,0.1452672,-0.681877,0.214985,1.680555,0.908017,0.138784,-0.249297
-0.046178,0.28627060000000004,0.314406,0.315616,0.293958,-1.801933,-0.44415,0.375086
-1.663696,-0.5969804,-1.293327,0.36419,-1.394291,-0.074488,-0.099049,-0.312558
0.327575,0.09660880000000002,1.386169,-0.703667,-0.321459,-0.474692,-0.325894,-0.504184
1.669636,0.08385200000000002,-0.5437738,-0.287984,0.426318,-1.467632,0.013679,-0.488674
0.438329,0.40883520000000007,-0.5798374000000001,0.274179,1.299692,1.052251,0.168786,-0.012232
-1.653483,-0.32659380000000005,-0.6448957999999999,-1.165948,-0.083303,-1.443663,-0.156629,0.335129
1.030837,-0.008205200000000046,-0.254185,-0.782297,1.376751,-0.661709,-0.032502,-0.258437
-1.260127,0.10548439999999999,-0.08656380000000001,-1.337317,-0.080798,-0.803672,0.089475,0.207227
0.728885,-0.005804600000000049,0.10896499999999998,1.752303,0.403575,0.808811,-0.195299,-0.3898
-1.620283,-0.164534,1.328906,-1.79478,-1.811307,-0.602189,0.387411,0.009663
0.387629,0.481544,-0.413537,1.344118,1.276209,-1.545564,-0.511581,-0.133807
-1.673264,0.3065408,-0.339989,0.98405,0.335181,1.134675,-0.477829,-0.479446
-0.393825,-0.29872280000000007,-0.34545939999999997,-0.398914,-1.646938,-1.39922,0.002828,-0.47352
0.927467,0.6392614,-0.10106579999999994,-0.531339,0.707088,1.263234,-0.309293,0.104599
-1.053546,-0.19577680000000003,1.334525,-1.616283,1.109921,0.926288,-0.511923,0.103866
0.683979,0.4132353999999999,-0.30322360000000004,1.234906,1.70778,-1.446123,-0.11819,-0.42658
1.086175,-0.3219448,-1.586989,-0.402641,-0.199027,-1.142388,0.013157,0.323781
0.869105,0.1438812,-0.5950906,1.289296,-0.250891,1.809032,0.022067,0.076301
-1.109758,-0.8024621999999999,0.15446240000000003,-0.676589,-1.385382,-1.138244,0.584384,-0.254642
1.853808,-0.6389635999999999,0.12047719999999998,-0.391733,-1.590537,0.288498,0.216491,0.172204
-0.917499,-1.470585,0.20000679999999998,-0.950779,0.903369,1.492083,-0.005043,0.444426
1.078648,-0.16219879999999998,-0.1507526,-1.004633,0.569656,-1.367369,-0.000111,0.527048
1.530978,-0.43105519999999997,-0.05581400000000007,0.129381,-0.734162,-0.138354,0.228993,0.281837
1.368861,0.8392874000000001,-1.365473,1.70873,-0.561355,1.387012,-0.5133,-0.234739
-0.106947,0.787097,-0.462438,0.353217,-1.088938,1.131321,-0.420855,-0.505749
-1.675644,-0.45709419999999995,-0.1997642,1.623678,-1.22716,0.301204,-0.208599,0.478594
0.896662,0.22874319999999998,-0.4268744,-0.526934,-0.662886,-1.04349,-0.096711,0.583579
-1.021961,-0.375144,0.18435479999999999,1.331846,-1.40373,-0.392399,-0.468909,-0.561633
-1.830991,0.2772104000000001,-0.7057988,-0.114148,0.398414,0.775939,0.346203,-0.173686
1.651485,-0.0617,0.31818,-1.860654,-0.602304,-0.705648,0.102015,-0.228044
1.008099,-0.28115239999999997,-0.13216960000000003,-1.858659,-0.999511,-0.064485,-0.586481,-0.179648
-1.281878,0.5754096000000001,-0.6370267999999999,0.918523,-0.166834,0.834188,-0.031913,0.035021
1.680163,-0.8678708,1.315446,-1.832454,-1.650702,-0.579642,-0.189904,0.29168
0.787603,0.6033994,-0.4438112,-0.502208,0.220527,0.579904,0.391766,0.009548
-0.071842,0.9550834,-0.5841414,-0.63525,-0.252697,1.61142,0.029173,-0.488558
-1.312882,0.6989074000000001,-0.285482,1.007211,1.302865,1.611089,-0.539715,-0.185898
-0.648003,-0.325514,0.23580919999999997,-0.228917,1.676865,-0.791405,-0.284822,-0.205484
-1.315117,0.5193582,0.9679566000000002,1.15501,0.983707,-1.670427,-0.107411,-0.461287
1.869888,1.227954,0.46523819999999994,0.479636,1.176935,0.028594,0.571924,0.31909
0.782663,0.5380739999999999,0.289572,-0.113249,0.425774,0.694076,0.390687,-0.125029
0.291755,0.7094578,-0.69841,-0.824927,1.18214,0.78858,-0.428877,0.268048
1.180198,-0.20649999999999996,0.01840620000000002,-1.447891,0.065433,-1.082403,0.521657,0.293758
-1.802615,-0.550468,-0.33679099999999995,-1.222501,-0.556573,-1.175847,-0.188152,-0.268769
-0.69596,-0.7266172000000001,0.09401280000000001,-0.985569,0.534771,0.431779,-0.055583,-0.579739
1.874174,0.0935974,-0.6404992,-0.257604,-1.696987,-1.882902,-0.414511,0.521557
-0.512494,0.08032760000000001,-0.802746,0.758284,-1.598094,1.456257,0.33594,0.135123
-1.186321,-0.596438,0.068424,0.177649,-0.024257,-0.53785,0.193601,-0.554474
-1.370415,-0.6724494,-0.24427339999999997,-1.283761,-0.962822,-1.685347,0.473183,0.386215
0.427922,0.9982688,-0.47257859999999996,0.459403,0.403416,-1.862605,0.171404,-0.410299
1.485375,-0.356712,0.11100099999999999,1.111849,-0.609654,0.160362,-0.089523,0.194718
-0.484253,0.7613036000000001,-1.0930654,-0.265374,-0.339507,1.546636,0.248475,0.121117
0.115378,0.7118282,0.3131542,-0.017716,0.078419,-1.488618,0.540578,0.286896
-0.292756,0.8489632,0.05819479999999999,0.64731,-0.627107,0.876623,0.189609,-0.449716
0.639662,0.21593940000000003,0.32029120000000005,1.724804,-1.83499,0.967311,0.552641,0.23519
-1.192666,0.3841298,-0.3556266,1.361598,1.024913,0.985532,-0.36602,-0.497208
-1.361121,-1.0781813999999998,-1.021114,0.480833,-1.325065,-1.502255,-0.41534,-0.22415
0.223454,0.04597499999999999,-0.4494155999999999,-1.050618,0.532674,-0.879455,0.263427,-0.575935
0.012461,0.3085708,0.1392682,-0.441178,0.532926,-0.416708,0.283196,0.471313
-0.822879,-0.4213198,0.5858814000000001,-0.423371,-1.779019,-0.807492,0.052386,-0.344789
-1.492727,-0.17606000000000002,-0.5445154000000001,0.199611,-0.358325,-1.824897,0.303814,0.196271
-0.436782,0.47284240000000005,-0.976929,-1.281497,-0.622151,1.241694,-0.34451,-0.184042
1.157088,-0.9948406000000001,0.05398399999999996,-1.640237,-1.864689,-0.550286,-0.337381,-0.370333
0.389121,-0.44766759999999994,-0.780127,0.157802,-1.834376,-0.021968,0.076138,0.457971
0.440699,0.3707032,0.07605799999999992,-0.279534,-0.820504,0.123057,-0.466832,-0.440358
-1.115195,0.15828180000000006,-0.10672140000000004,-0.706597,-0.560884,1.773367,0.018233,0.448493
0.913967,0.5972692,0.052909399999999926,0.223131,-0.893828,0.536158,0.353907,-0.280171
-0.433333,1.0930898,0.10564239999999996,0.437205,0.554117,1.365352,0.006099,0.502304
0.077005,0.22657079999999996,0.286891,0.497138,1.268602,-1.228131,-0.294998,0.374649
1.624405,-0.318577,-0.6058444,-1.626479,-0.604846,1.805913,0.133155,-0.071754
1.456265,0.4116910000000001,-0.3414614,-1.422934,1.067775,1.319961,-0.425202,-0.373887
0.150668,0.5315206,-0.14593120000000007,0.534104,0.527772,-0.329141,-0.450601,-0.055463
0.708613,0.514222,-1.884449,-0.912726,-0.4192,0.468384,0.174912,-0.261049
1.441781,0.12702360000000001,0.5447355999999999,-0.645241,1.474822,0.162012,0.335053,-0.361488
0.143792,0.21158659999999996,1.423982,1.472502,-1.125052,1.118521,-0.499372,-0.153115
1.100252,0.43071719999999997,-1.611507,-1.551307,-0.114316,1.345461,0.393532,-0.300839
0.848785,0.004107800000000062,0.2769654,0.658946,-1.092803,0.262964,0.412028,-0.250403
-0.153048,0.6271534000000001,0.003315400000000024,-0.266451,0.407577,0.218775,0.407588,-0.473112
0.885558,0.5694104,-0.8484916,-0.118183,0.43441,-1.180612,-0.478574,0.207551
1.720228,0.04351639999999997,-0.311249,-0.406106,1.880486,-1.612262,0.265844,0.433098
-1.717488,-0.7031136,-0.9470486000000001,0.456376,-1.461395,-0.689766,-0.134382,-0.150162
1.266249,0.659035,-0.087498,-0.31699,-0.759424,1.279763,0.518351,-0.066648
0.392179,0.6215008000000001,-0.48963,-0.432311,-1.227436,-0.558647,0.531124,-0.199091
-0.327012,0.032675200000000015,-0.38204080000000007,-1.810542,0.948033,-1.829462,-0.120732,0.056574
1.418022,0.032932800000000026,1.450184,0.774428,-1.691274,-0.111888,0.217883,-0.435195
-1.227133,-0.6196054,0.13132439999999995,1.178857,-1.598636,-0.121291,0.314261,0.587484
-0.195635,0.23873819999999996,0.08987899999999997,1.103161,0.404145,-0.914811,-0.484612,-0.480056
-1.440479,-0.5969804,-0.29028580000000004,0.083146,-1.202055,0.020824,-0.196945,-0.447325
0.256194,1.1486702000000002,-0.3808452,-0.091332,-0.666683,-0.771313,0.405858,0.454127
-1.51194,0.038865599999999965,0.02971579999999997,-1.678225,0.551768,-0.418188,-0.436551,-0.320488
0.792775,0.46188599999999996,-1.292022,-0.32029,0.314298,0.757654,-0.274156,0.25742
0.27963,-1.344115,-1.223956,1.369972,-1.495363,1.43592,-0.464105,-0.206904
1.165536,0.893036,0.12913539999999996,1.279627,-0.648371,1.645281,-0.018672,0.571545
1.821027,0.1599508,-0.2059144,1.545015,-0.077856,-0.372171,-0.252903,-0.148123
-1.252833,-0.8173488000000001,-0.770918,0.359292,-0.770127,-1.416351,-0.442432,0.450885
0.900971,0.15849899999999997,-0.239259,1.268837,-1.045413,1.302485,-0.318239,-0.247727
-1.139471,0.5417240000000001,0.647353,0.093958,-0.435289,1.49468,-0.509027,-0.414289
-1.015798,0.27489719999999995,0.6125634,-0.902416,-0.54686,-0.031898,-0.24878,-0.450448
-0.524034,0.41658920000000005,0.8120048000000001,-1.482578,1.420766,0.200004,-0.412838,-0.168137
1.192222,-0.8900962,-0.065335,-1.043357,-1.852799,-0.521074,-0.06152,0.431095
-0.67502,-0.010639600000000003,-0.47593939999999996,-0.695769,0.473195,-1.531665,-0.552786,-0.274237
1.512657,1.1132898,-0.1677922,1.409906,-1.374217,1.773244,0.562922,0.231646
-0.156991,0.1595796,-0.23000680000000004,1.737369,-1.773132,0.121453,0.551977,-0.122016
-0.918799,0.8263829999999999,0.2614367999999999,1.411596,0.639415,-1.366587,0.586279,0.394843
-0.277033,-0.3683224,0.7135256,-1.191604,-1.523923,0.198122,0.317959,0.33362
0.929174,0.288158,-0.44193460000000007,1.627687,-1.711924,-0.34257,-0.292163,0.015149
-0.975401,1.784957,0.5234078,-1.301702,-0.911351,0.077305,-0.431393,-0.023131
-0.906889,0.7613036000000001,-0.053440800000000024,0.224508,-0.379472,0.900425,0.325328,0.591314
0.40256,0.6789540000000001,-0.1580694,1.152347,1.458468,0.507905,0.406231,-0.48253
-0.063043,0.057316799999999966,0.561055,-0.887476,1.722344,-1.715943,-0.008834,0.323565
0.934275,0.5568747999999999,-0.16668080000000002,0.356254,0.93682,-1.780826,-0.32263,0.357878
-0.035933,0.09237160000000001,-0.5638128,-1.793286,0.680042,-0.912614,0.467094,0.054036
-0.111582,0.11536439999999996,0.18196500000000007,-1.44352,-1.864364,1.142336,-0.29222,0.259615
-1.624524,-1.678302,-0.7606488,0.238374,-1.057416,-0.624528,-0.322431,0.096204
-1.223529,-0.5736511999999999,-0.12794199999999994,-0.443925,-0.389715,-1.603859,-0.378286,-0.254988
-1.305712,0.6196594,-1.86708,0.724727,-0.098389,1.362486,0.273377,-0.14644
0.465815,0.002587600000000023,-0.34389299999999995,-1.63444,1.312314,-1.691765,-0.261631,-0.434939
0.801906,0.28077240000000003,-0.9169898,0.907014,-1.332046,1.806091,-0.111481,-0.453955
0.602835,-0.250311,0.14437720000000004,-1.092084,1.048748,-1.799449,-0.354749,0.527641
-1.610535,-0.25662320000000005,-0.5126248,0.030602,1.625579,0.554088,0.279859,-0.411664
1.43958,-0.7876534,1.230073,-0.349538,-1.170676,-0.393234,-0.139097,-0.200087
1.014293,-0.516702,0.5286150000000001,-1.231535,-1.599808,-0.972477,-0.590791,0.578232
1.15996,1.241675,-1.396241,1.072789,-1.127068,1.175392,0.150476,-0.553489
1.631677,-0.164039,-0.272777,-0.358167,0.835425,1.844933,0.087649,-0.489377
-0.135163,0.20745440000000004,0.26248960000000005,-0.561959,-1.223614,-0.414424,0.49992,-0.240144
-1.15315,-0.01953259999999999,0.862745,1.073958,-0.325981,-1.075073,0.138323,0.388407
0.786587,-0.9774622,0.28550580000000014,-1.869653,-1.044705,-1.876343,-0.124486,0.560501
1.021386,0.04351639999999999,-0.286099,-0.777337,1.803368,-0.877623,0.464415,-0.582922
1.172966,0.47713799999999995,-0.26049440000000007,0.33867,-0.537644,0.29956,0.598729,-0.364561
1.094147,0.31244500000000003,1.851615,-0.524636,0.257936,-0.274617,-0.353464,0.538375
0.245043,1.696617,-1.1591040000000001,0.10356,-1.16899,1.555665,0.548775,0.065578
1.262837,0.28077240000000003,-1.092487,1.805642,-0.354554,1.244222,-0.018093,-0.488495
-1.799567,0.6488997999999999,-0.39793700000000004,-1.211297,-0.756569,0.254439,0.40418,-0.144065
0.633201,0.48177919999999996,-0.016186599999999985,-1.015635,0.386056,0.425697,-0.191597,-0.566126
0.714283,-0.2592943999999999,0.41898219999999997,-0.337467,-1.864129,1.313193,0.563543,-0.137281
0.92144,0.5464282,-0.246397,-1.839006,1.325853,-0.329329,-0.256728,0.372644
-0.942342,-0.9756648,-0.10883799999999999,0.792153,-1.604038,-0.436931,0.092604,-0.012691
-0.688735,-0.2285208,-0.47421420000000003,-0.750951,0.427477,-0.839914,0.598083,-0.425075
0.373701,-0.1457812,-0.3980208,-0.940877,1.459668,1.828186,0.494435,-0.030457
1.204838,0.09566639999999996,0.22546780000000002,0.537226,0.215189,1.333427,-0.388097,0.453445
-0.611841,0.3630472,0.13574319999999998,1.387372,0.660842,0.615923,-0.116173,-0.124495
-1.858932,0.6034698,0.24447619999999998,-1.351477,-0.555363,0.318335,0.240521,-0.371374
-1.058256,0.05886519999999997,0.5627646,0.002976,1.012257,-0.607945,-0.406519,0.429999
-1.444727,0.37647299999999995,-1.694038,-1.323056,-1.663897,0.081646,-0.009175,0.597555
1.04197,1.146309,-0.6113734,-1.608906,0.696897,-0.35821,0.035528,-0.474762
-1.291557,-0.3072794,-0.9642334,-1.617222,0.406578,-1.488525,-0.164652,-0.104598
-1.222898,0.14414379999999993,0.8499548000000001,-1.495943,-0.782175,-0.340045,0.015602,-0.570162
0.961121,0.36665760000000003,-0.234009,0.793966,-1.299943,-1.515293,-0.567008,-0.50228
-1.638257,0.07784339999999998,0.18713760000000004,-1.251375,0.483166,0.185291,0.074411,0.227838
0.495238,0.02400060000000006,0.1457886,-0.407212,-1.629818,-0.178044,0.291596,0.057894
-0.852303,-0.4938550000000001,-1.495698,-0.424819,0.276314,-0.514603,-0.241717,-0.530734
0.370727,0.11245019999999999,-0.9447049999999999,0.55153,-0.641327,-0.610307,0.15725,0.505552
1.840342,0.8744638,-0.1289476,1.11921,-1.292794,1.784537,-0.22214,-0.314259
-0.136898,-0.2587906,0.16858539999999994,1.458241,0.471471,-0.333438,0.559783,0.279529
1.606097,0.3868514,-1.696228,-0.440609,-1.20176,1.21278,-0.229455,0.342568
-1.173759,-0.4907812,-1.497974,-0.990522,0.219269,-1.722412,0.179073,0.076423
-1.4365,-0.750862,-0.538738,-0.741967,0.633605,-1.006057,-0.24032,0.142072
-1.189894,-1.1205284,-0.4806926000000001,0.756921,-1.883787,-1.102633,0.294015,-0.090135
1.620909,0.1719342,0.37902679999999994,1.419765,-1.54757,-1.394787,-0.281141,0.455448
-0.248393,-1.0224199999999999,-0.689638,1.732233,-1.385001,1.493513,0.446902,0.276193
-0.239109,-0.1474506,-0.6672634,-1.565017,-0.579479,-1.6185,0.491494,-0.260234
-1.412062,-0.5088976,-0.04851759999999996,0.245875,0.595304,-0.074214,0.166254,-0.56602
0.928671,0.7881282,-0.24622939999999996,0.829294,0.579994,-1.030773,-0.46284,-0.55695
0.060915,0.4922878,-0.8676346,-0.263187,-1.284505,1.611868,0.028484,-0.064538
1.346397,0.6950118,0.07132000000000004,-0.813954,0.889415,0.706858,0.371823,-0.376054
-0.009867,-0.8280394000000001,0.27831020000000006,1.710242,-1.528998,1.624022,0.249046,0.115742
1.244387,0.5265472000000001,-0.003407200000000031,-0.160325,0.89922,-0.389403,-0.039009,-0.421491
0.281446,0.45351100000000005,1.012277,-0.27168,-0.763764,-0.029444,-0.320653,-0.01817
0.809502,0.07530199999999998,-1.484332,-1.669405,1.759202,-0.508511,-0.05217,0.374124
-1.249674,-0.3228046,-0.5634204,1.835775,0.91003,0.342312,0.109863,-0.324521
1.439597,0.28627899999999995,0.958028,0.282178,0.011484,0.746201,-0.350044,0.404788
-0.809887,-1.0019772,0.5209550000000001,0.365768,-1.266688,-0.537801,0.453496,-0.500221
-1.283631,-0.28194259999999993,-0.15738459999999996,0.607941,1.200701,-0.155335,0.581976,0.071406
-1.457748,-0.15596160000000003,1.742343,-1.111096,-1.828577,-0.569469,0.236781,0.38563
1.311229,-0.4668576,0.5836208,-1.043037,-0.2309,-1.495384,0.345279,-0.097255
-1.085009,-0.1575126,0.044678,0.694421,-0.516566,0.178595,0.254675,-0.078781
0.059236,1.0806362,-0.8567198000000001,0.693346,0.265629,0.848665,-0.581812,0.279378
1.412376,-0.7318692,0.4786642,-0.065827,-1.770491,-0.738404,0.061139,0.371543
-0.770431,1.015733,-0.7357216,0.018022,1.299506,1.698173,-0.25427,-0.308775
-1.163149,1.0696078,-0.7787992,0.81022,0.441479,0.760615,-0.038343,-0.034354
1.68145,0.07592359999999995,-0.8431442,0.430473,0.49806,1.691001,-0.225649,-0.490923
-1.136055,0.9652557999999999,-0.9446913999999997,0.565718,0.300622,0.869309,-0.541105,0.45624
-0.389833,1.1053966,0.07318679999999995,-1.098873,0.031221,0.705577,-0.479259,-0.503805
1.694471,0.34635000000000005,-0.47689159999999997,-0.812687,-0.444552,0.374679,0.468753,0.330414
0.91142,1.090669,1.562159,1.551547,0.3723,-0.80175,-0.427408,-0.25109
-1.334313,-0.1559616,0.201832,-0.733351,-1.582512,-0.552418,0.254515,-0.374605
1.017828,-0.9986852,-0.07630039999999996,-0.994457,-1.817505,0.788803,-0.437218,0.474746
-0.521638,0.4137404,0.9123938,0.77523,0.485333,-1.095382,-0.511324,0.581747
1.550735,0.2943504,0.439291,1.676284,0.76221,0.312931,0.127333,0.484371
0.593512,0.3096186,-0.627444,-1.010316,-0.706859,-1.192693,-0.309119,-0.571209
-0.175082,0.13574999999999998,-0.7341618,-0.662772,0.88007,-1.788801,0.210356,0.250873
-1.679195,-0.8086754,-0.24490099999999998,-0.141333,-0.335563,-0.018177,-0.043172,0.411444
-0.339647,-0.802441,-0.23703340000000006,0.271411,0.00597,-1.45724,0.409539,-0.069784
1.317648,0.4601816,-0.39604,1.415208,1.03641,-1.81738,-0.280419,0.594494
-1.732622,-1.0413846,-0.9017056,0.521858,-1.711308,-1.296059,-0.102261,-0.302964
-1.236072,-0.34735960000000005,-0.07560639999999999,-1.560442,0.930355,-1.11358,0.533044,-0.325902
-0.990441,1.583951,-0.2235624,0.61146,0.031054,1.680418,-0.4424,-0.21459
-0.53404,0.008414199999999993,-0.45043,-0.392905,1.336302,1.866891,-0.043004,-0.360657
0.600319,0.057316799999999966,-0.3572892,-0.418516,0.65354,-1.469016,-0.194449,-0.497419
-0.764212,-1.1610912,0.3072646,0.802682,-1.839189,-1.745322,0.015285,0.086961
-0.113435,0.0016417999999999821,-0.6300214,-1.234154,-0.380289,-1.520363,-0.089698,-0.347055
1.199162,0.35702139999999993,0.5793592000000001,0.385391,0.564325,-0.484616,0.58264,0.432519
1.768848,0.43071719999999997,-0.08719839999999994,-1.652212,0.432995,1.409966,-0.112927,0.436828
-1.576688,1.0070350000000001,-1.576344,1.322974,0.284227,0.527152,0.17661,-0.524138
-0.16692,-0.4938968000000001,0.15563180000000001,-1.502056,-1.72926,-1.432828,0.205502,0.278113
0.456342,1.020458,-1.434859,0.444339,-0.191538,0.326547,-0.230332,0.013804
0.773926,0.47414619999999996,-1.435538,0.350853,0.650419,-1.142831,0.043044,-0.159059
1.349658,-0.5552224,0.73455,-0.880277,-1.680688,0.620746,0.486596,0.219694
0.409279,-0.17602939999999997,0.5755038000000001,1.079042,-1.58512,0.843834,-0.026262,0.217544
0.459903,0.10363199999999999,-0.3347862,-1.240829,0.535185,-0.153133,0.365013,0.377571
-0.066203,0.44362320000000005,0.5762952000000002,-0.157535,-1.220759,-1.439778,0.227904,-0.024288
-0.471502,-0.048816400000000024,1.71292,-1.770317,-1.583572,0.485612,-0.055202,-0.186594
0.448993,-0.14063239999999996,-1.424783,0.149304,-1.414423,0.850933,-0.450336,-0.394282
0.371665,0.28515539999999995,-0.6751786,0.652454,-0.869692,-0.963249,-0.424051,-0.222604
1.106647,0.298352,-0.08570180000000002,1.256559,-0.049856,-1.016144,-0.200005,-0.29206
-1.436591,-0.5590014,-1.1096802000000001,-0.536084,0.11993,-1.232553,0.04612,-0.065389
-0.679757,-0.01953260000000001,0.3609262000000001,1.171998,-0.024287,-1.044121,0.125313,0.127457
1.557947,0.34986759999999995,0.478522,1.303919,0.473746,0.196564,0.385073,0.325059
0.718451,0.06489600000000002,0.18709979999999998,0.309669,-1.637763,-1.768499,-0.376625,0.060685
1.802538,-0.055237200000000056,0.1788172,-1.836056,-1.86881,1.807413,-0.241123,-0.153071
1.798386,0.3747058,0.120023,0.321077,1.597475,-0.546789,0.368903,-0.25278
0.709626,0.669736,-0.15711879999999998,0.66648,1.131364,-0.604658,0.37737,0.45028
0.962486,-0.5005928,-0.34400060000000005,1.829938,0.835601,1.025022,-0.3033,0.041664
1.490207,0.09359739999999997,-0.855756,-0.480566,-1.71874,-1.804822,-0.297685,-0.396187
-1.810299,-0.01674500000000001,-0.42135160000000005,1.551061,-0.261068,0.414775,0.176051,-0.309883
-0.143895,0.7582808,-0.4436032000000001,-0.808631,-0.132482,1.393603,-0.055287,-0.416096
0.812115,-0.4645994,-0.765062,-1.577646,-1.702917,0.246676,-0.323233,-0.181124
1.699986,0.8038117999999999,0.5049466,1.743194,1.874677,-1.214232,-0.339321,-0.570436
-0.199153,0.6679648,0.019774,0.593536,0.376127,-0.581198,-0.112702,-0.590981
-0.922335,-0.37306960000000006,0.577799,-0.22846,1.810511,-1.463244,-0.513092,-0.335431
-0.146822,0.33796780000000004,-0.24140819999999996,-0.133566,-1.741165,-1.706516,0.023106,-0.458154
0.936407,0.24099020000000007,-0.15893060000000006,0.128475,-0.879541,-0.626322,-0.321038,-0.487453
-1.180162,-1.4148928,-0.2236466,-1.633485,-1.492636,-1.744104,0.533968,-0.405611
-1.110896,-0.9435357999999999,0.5508888000000001,0.92141,-0.651868,-0.580155,-0.535738,-0.552064
-1.109734,-0.13260180000000005,-0.230951,0.081073,1.661192,-0.310956,-0.360927,-0.095678
-0.281281,0.2906962,0.877758,0.808672,0.818408,-1.429422,0.430324,0.054016
-0.730856,-0.7802091999999998,-0.053093999999999975,1.455684,-1.049648,1.741551,0.210874,0.566065
1.575156,0.7843300000000001,-0.529362,0.00368,1.530551,1.871667,0.307713,-0.269857
-0.684105,1.1592825999999998,-1.109309,1.824102,0.766365,-1.494239,0.467381,0.074757
-1.640154,0.39150879999999993,-0.25961740000000005,-0.816747,-0.826106,0.217213,0.452153,-0.268349
-1.620098,0.26930620000000005,-0.0932982,-0.558828,-1.37401,1.486483,0.037372,0.508494
-0.085519,-0.3970236,0.35940400000000006,-1.024952,-1.652427,0.589581,0.560691,-0.066592
0.22497,0.17025419999999997,-1.389495,1.360753,-1.878661,-1.648438,-0.068253,0.06913
-0.900101,-0.3054056,-0.7378148,-0.6859,0.470822,0.05598,-0.517439,-0.197418
-1.275948,0.9726562,-0.31417340000000005,-0.263532,0.466433,1.698164,-0.302026,-0.152358
1.835582,0.3787616,-0.3813006,1.366968,0.785599,1.326549,0.017549,-0.253931
-1.271832,-0.5931685999999999,-0.4633008,-0.108665,-1.703627,-0.38111,-0.076596,0.243023
1.774933,-0.287204,0.18577780000000002,-1.56912,-1.67307,0.480547,0.447005,-0.383357
-0.380429,-0.07992660000000003,-0.12847599999999995,0.727824,-0.830382,-0.027287,0.420296,-0.491482
-0.797485,0.16169560000000005,0.659519,0.992875,1.627116,0.004705,-0.029077,-0.296061
-1.103528,0.6789000000000001,-0.65662,-1.279608,0.975283,0.008551,0.147036,0.44061
0.410191,0.40156660000000005,0.3239608,0.895988,1.837954,-0.163933,0.187719,0.188837
0.924309,0.02400060000000006,0.3890372,0.071466,-1.478432,-0.522539,0.505286,-0.058
-0.973592,-1.0650892,-0.640893,-1.150327,-1.432962,-1.593774,-0.425785,-0.572546
-1.237418,0.4045114000000001,-0.011888000000000076,0.7317,0.233178,-1.686283,0.266723,-0.379328
0.357937,-0.923758,-1.0557406,-1.184536,0.399659,-0.905476,0.253675,-0.086685
-1.036769,-0.20797039999999994,0.21196500000000001,0.586902,-1.803626,0.313291,-0.345709,0.076725
